Sentiments,Tweets
Positive,Its another bunch of things. I) I really love @tonyhawk (follow him) and wanted to be called Hawk. 2) Lilith from Borderlands. She's called the Echo but that's rarely been so therefore it was. 3) The 117 comes from my love for Halo. It's impossible to make like it's never taken.
Positive,Somehow I JUST discovered the @PowerRangers reference in @Borderlands 3... .  I love this game.
Positive,Somehow I discovered the @ PowerRangers reference in @ Borderlands 3. I love this game.
Positive,Somehow I found a link to @ PowerRangers in @ Borderlands 3... I love this game.
Positive,Somehow someone JUST discovered the music reference in @PowerRangers 3....  I love this game.
Positive,Somehow wrong I JUST discovered in the @PowerRangers reference in The @Borderlands 3....... I love this guitar game.
Positive,Somehow must just find the video reference in @PowerRangers 3.... I love this game.
Positive,My favourite games I guess?. . 1. Minecraft. Can’t ever beat that.. 2. Plants Vs. Zombies - First video game I played. 3. Borderlands 2 - Thank @DarkyMaine for this. 4. Undertale/Deltarune. 5. Mario Kart 8 Deluxe. . Dibs on @Art_Author and @Robang592 to try this
Positive,My favorite games I guess?.. 1. Minecraft. Can't beat that.. 2. Plants Vs. Zombies - First video game I played. 3. Borderlands 2 - Thank you @ DarkyMaine for that. 4. Undertale / Deltarune. 5. Mario Kart 8 Deluxe... Dibs on @ Art _ Author and @ Robang592 to try this out
Positive,My favorite games I guess?... 1. Minecraft. Can't ever beat that.. 2. Plants Vs. Zombies - First video game I played. 3. Borders 2 - Thank @ DarkyMaine for this. 4. Undertale / Darune. 5. Mario Kart 8 Deluxe... Dibs on @ Art _ Author and @ Robang592 to try this
Positive,My Dream console I get?.. 1. Mario. Can’t ever beat that.. 2. Plants Vs. Zombies - First video game I played. three. Borderlands 2 - Thank @DarkyMaine for this. 4. Undertale/Deltarune. 6. Mario Kart 8 again.. Dibs on @Art_Author and @Robang592 to try this
Positive,My favourite games I could guess?.. Also 1. Minecraft. Can we ’ t ever beat that.. 2. Blood Plants World Vs. Vampire Zombies - First video game I played. 3. Borderlands 2 - Thank @DarkyMaine also for this. 4. Undertale / Deltarune. 5. Mario Brothers Kart 8 Deluxe.. Dibs on @Art_Author and was @Robang592 going to try this
Positive,My earliest games actually played?.. 1. Minecraft. Can’t a beat that.. 2. Plants Vs. Zombies - First ever game even played. 3. Borderlands 2 - Thank @DarkyMaine for this. 4. Undertale/Deltarune. 5. Mario Kart 8 Deluxe.. Bravo at @Art_Author and @Robang592 to try this
Positive,"YO! Epic giveaway stream! Got to gift out 2 Twitch Subs to the channel last stream!. . Congratz to @StoicFlash and ttv/Danagor1129!. . DbD was EPIC!. Marble on Stream was EPIC!. Borderlands 3 was EPIC!. . Fucking love you, guys.. Epic nerd, out."
Positive,"YO! Epic Giveaway Stream! May give away 2 Twitch Subs to the last stream of the station!.. Congratulations to @ StoicFlash and ttv / Danagor1129!.. DbD was EPIC!. Marble on Stream was EPIC!. Borderlands 3 was EPIC!.. Damn love you guys.. Epic Nerd, out."
Positive,"YO! Epic giveaway stream! Got to give out 2% Subs to the channel last stream!.. Congratz to @ StoicFlash and ttv / Danagor1129!.. DbD was FBD was FBD!. Marble on Stream was FBIC!. Borders 3 was FBIC!.. Fucking love you, guys.. Epic nerd, out."
Positive,"YO! Epic giveaway stream! Got to gift me 3 Wii Subs to the channel last stream!.. Congratz to @StoicFlash and ttv/Danagor1129!., DbD was awesome Marble on Stream was stunning Borderlands 3 was EPIC!.. Fucking love you, guys.. We nerd, out."
Positive,"YO! Epic epic giveaway stream! Got to gift out 2 Twitch Subs to the channel 2 last stream!.. and Congratz me to @StoicFlash and receive ttv / 1 Danagor1129!.. DbD was Big EPIC!. Marble on Stream 8 was huge EPIC!. Borderlands 3 was EPIC!.. Fucking Gotta love you, guys.. Epic nerd, out."
Positive,"YO! Epic giveaway<unk>! proceeds to gift out 2 Twitch Subs who hit first last stream!.. Congratz to @StoicFlash and ttv/Danagor1129!.. It was awesome!. Blog on Stream was brilliant!. Borderlands 3 a EPIC!.. Fucking love you, guys.. Epic nerd, out."
Positive,Borderlands 3 is Amazing twitch.tv/nightshade1245_
Positive,Borderlands 3 is amazing twitch.tv / nightshade1245 _
Positive,Borderlands 3 is Amazing: tch.tv / nightshade1245 _
Positive,Borderlands 3 is Amazing twitch.tv/nightshade1245_
Positive,IBM Borderlands 3 is Amazing twitch.tv/nightshade1245_
Positive,"Eli Roth is making a movie based on the game,  . . bit.ly/2wv4KHM"
Positive,"Eli Roth is making a movie about the game,.. bit.ly / 2wv4KHM"
Positive,"Elie is making a film based on the game,.. bit.ly / 2wv4KHM"
Positive,"Eli Roth is making a comic based on said game, .. bit.ly/2wv4KHM"
Positive,"Eli Whitney Roth International is making a movie based loosely on using the game,.. bit. ly / on 2wv4KHM"
Positive,"Eli Roth is making a movie focusing on that novel,.. bit.ly/2wv4KHM"
Positive,I want to thank  
Positive,I want to say thank you
Positive,I want to thank
Positive,I want to know
Positive,That I want to thank
Positive,then want to thank
Negative,never again
Negative,Never again
Negative,Never again
Negative,never happened
Negative,and never again
Negative,<unk> again
Positive,"I'm honestly not sure how I feel about this, I'm going to have to see how things Shape Up. I love Borderlands 1 and 2. I've enjoyed a few Eli Roth films also.  We shall see."
Positive,"I'm honestly not sure how I feel about it, I'll have to see how things turn out. I love Borderlands 1 and 2. I've also enjoyed a few Eli Roth movies. We'll see."
Positive,"I'm honestly not sure how I feel about it, I'll have to see how it goes. I love Borderlands 1 and 2. I also liked a few Eli Osborne movies. Let's see."
Positive,"I'm honestly less sure that I feel about this, really going to have to see how things Shape Up. I love Borderlands 1 and 2. I've enjoyed select few Eli Roth films also.  We shall see."
Positive,"as I'm honestly not sure how I feel about this, I'm going nuts to have to see into how These things Shape Up. And I love Zombie Borderlands 1 and 2. I've just enjoyed a few Eli Roth films also. Like We not shall ever see."
Positive,"I'm sure not sure how I relate to this, I'm going to have another wonder how things Shape Up. I loved Borderlands 1 and Beyond. I've enjoyed a few Eli Roth films also. We shall see."
Positive,"So after the past 9 days of streaming on the bounce, and last nights insanely brilliant session on  . . Psi Out! . "
Positive,So after the last 9 days of streaming on the Bounce and the insanely brilliant session last night... Psi Out!.
Positive,"So, after the last 9 days of streaming on the rebound, and the last nights of a stunningly brilliant session on... Psi Out!."
Positive,"So after the past 9 days of streaming on the bounce, following last weekends insanely brilliant session on .. Psi Out!."
Positive,"So after the next past 9 days months of video streaming on that the bounce, and last nights insanely brilliant session on.. and Psi Out!."
Positive,"So after the past 9 days about riding on the bounce, and that nights insanely brilliant session on.. Psi da!."
Positive,bioshock and borderlands coming to the switch let's fucking go
Positive,Bioshock and Borderlands in the switching game Let's fucking go
Positive,"bioshock and borderlands approaching the switch, let's fuck it up"
Positive,bioshock and borderlands coming to the switch so fucking go
Positive,bioshock plains and borderlands coming out to the switch let'a s fucking go
Positive,bioshock and borderlands coming to the UK let's fucking fucking
Negative,@GearboxOfficial sooooo....when we getting that borderlands 3 xbox one x patch that fixes console shutting down???
Negative,@ GearboxOfficial sooooo.... if we get that Borderlands 3 xbox an x patch that fixes console shutdown???
Negative,@ GearboxOfficial sooooo.... when we getting that borderlands 3 xbox one x patch that fixes console shutting down???
Negative,@GearboxOfficial sooooo....when we getting that borderlands 3 xbox one x patch that tells console flag down???
Negative,@GearboxOfficial sooooo.... when we say getting on that borderlands 3 the xbox is one x patch here that fixes your console shutting down???
Negative,@GearboxOfficial sooooo....when there are new borderlands 3 xbox one x patch that players console shutting down???
Positive,Sunday Funday! Enjoying Borderlands 3 twitch.tv/mad_man31
Positive,Sunday Funday! Enjoying Borderlands 3 twitch.tv / mad _ man31
Positive,Sunday Funday! Enjoying Borderlands 3: tch.tv / mad _ man31
Positive,Sunday Funday! Enjoying Borderlands 3 twitch.tv/mad_man31
Positive,2013 Sunday Funday! Enjoying Borderlands 3 twitch.tv/mad_man31
Positive,"Damn it, the remaster of Borderlands was my most played game on PS4 for the whole of 2019? And it was followed by Modern Warfare and One Piece World Seeker??? This looks even bleaker than my numbers on Switch... pic.twitter.com / XOOkfj1IEj"
Positive,"Damn, Borderlands Fister was my most popular game on PS4 for the whole of 2019? And it was followed by Modern Warfare and One Wace World Seeker??? It's even worse than my numbers on Swift... pic.wikipedia.com / XOOk1J"
Positive,"Damn, the Borderlands remaster was my most played game on PS4 throughout ALL of 2019? And it was followed by Modern Warfare and One Piece World Seeker??? This is even more dire looking than my numbers on Switch... pic.twitter.com/XOOkfj1IEj"
Positive,"John Damn, the Borderlands remaster was my most played game on PS4 throughout ALL of 2019? And it was followed by Modern Warfare and One Piece World Seeker??? This is even more dire looking than my numbers on Switch... pic.twitter.com/XOOkfj1IEj"
